user_id,order_ids,order_numbers,product_ids,aisle_ids,department_ids,reorders
65,1583644 3253911 1422896 3003586 1625976 2133732 1999119 225812 2843095 3029625 692225 2630919 2028484 864720,1 2 3 4 5 6 7 8 9 10 11 12 13 14,20734_24838_27966_9076_40706_6656_7173_47029_32201_46584_13176_37825_42891_6615_48745_33731 27966_24838_8230_13176_28156_44781_32201_47766_5337_45066_42699_10782_3296 1938_11097_20520_14897_26209_27142_22106_11136_43888_24838_43154 41125_13176_5161_6656_38164_11534_32201_44781 13176_24838_32201_5161_17948_18441_21903_16398_5337_38827_6740_19446_22262 5161_20734_13176_9076_42891_38920_17541_6656 11136_49267_46676_4478_13176_5161 43961_4605_45535_5373_5161_4799_21903_13176 26384_39275_22963_13829_42318 24852_39275_32201_5161_16145_24838_43154 38164_24838_13176_6656_44422_5161_30489 24838_5161_6656_47042_33768_38164_20734_2180_40604_14486 5161_33768_38164 5161_6656_24838_39275_24390_21137_4799_42736_13984_40604_42625_4605_20869_34450_24964_43961_4097,117_91_123_116_123_112_9_120_120_120_24_131_45_21_83_21 123_91_54_24_120_120_120_24_21_24_131_41_37 122_30_81_83_24_91_69_69_30_91_115 19_24_18_112_45_37_120_120 24_91_120_18_116_72_123_31_21_128_24_67_105 18_117_24_116_45_22_22_112 69_69_120_37_24_18 123_83_69_81_18_21_123_24 86_123_96_51_106 24_123_120_18_59_91_115 45_91_24_112_130_18_67 91_18_112_83_83_45_117_131_21_128 18_83_45 18_112_91_123_24_24_21_36_16_21_16_83_83_24_83_123_112,19_16_4_1_4_3_9_16_16_16_4_9_19_16_4_16 4_16_17_4_16_16_16_4_16_4_9_8_1 12_6_15_4_4_16_15_15_6_16_7 13_4_10_3_19_1_16_16 4_16_16_10_1_13_4_7_16_3_4_20_13 10_19_4_1_19_11_11_3 15_15_16_1_4_10 4_4_15_15_10_16_4_4 16_4_20_13_12 4_4_16_10_15_16_7 19_16_4_3_14_10_20 16_10_3_4_4_19_19_9_16_3 10_4_19 10_3_16_4_4_4_16_16_4_16_4_4_4_4_4_4_3,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
66,1089019 2143319 4595 2360283 2401332 932035,1 2 3 4 5 6,39054_32548_16891_17003_44022_32347_39982 32347_8143_9477 31829_32226_8143_20738_8832 28842 28842_31829 8143_42014_38892_19356_15235,17_123_45_45_45_36_42 36_17_21 45_45_17_93_112 16 16_45 17_88_17_17_17,13_4_19_19_19_16_1 16_13_16 19_19_13_3_3 4 4_19 13_13_13_13_13,0_0_0_0_0_0_0 0_0_0 0_0_0_0_0 0 0_0 0_0_0_0_0
67,3205960 970922 596585 2037087 2474111 1568481 1723781 2048527 2389031 2378562 1515698 1928050 1949274 551869 2233579 768572 46584 150528 29758 2812906 1558976 863974 2308399 1931044,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24,196_43154_13176_13575 43154_196_13575_13176_47482_3298 13176_196_6184 196_13176_6184 13176_196 13176_196_13575 13176_6184_10310_130 196_13176_11759 196_13176_130 196_43154 196_13176_130_6184 196_47402_4920_10310 196_130_6184_45004 196_6184 6184_47402_39657_30633 196_39657_14444 35561 196_43720_13176_39657_10685 13176_196_43154 39657 38928_196_47402_13176_18023_42265 18023_38928_196 196_13176_18023_47402_6184_39657 3298_37527,77_115_24_24 115_77_24_24_37_21 24_77_32 77_24_32 24_77 24_77_24 24_32_78_37 77_24_107 77_24_37 77_115 77_24_37_32 77_24_123_78 77_37_32_54 77_32 32_24_45_50 77_45_117 107 77_107_24_45_37 24_77_115 45 120_77_24_24_115_123 115_120_77 77_24_115_24_32_45 21_61,7_7_4_4 7_7_4_4_1_16 4_7_4 7_4_4 4_7 4_7_4 4_4_19_1 7_4_19 7_4_1 7_7 7_4_1_4 7_4_4_19 7_1_4_17 7_4 4_4_19_19 7_19_19 19 7_19_4_19_1 4_7_7 19 16_7_4_4_7_4 7_16_7 7_4_7_4_4_19 16_19,0_0_0_0 0_0_0_0_0_0 0_0_0 0_0_0 0_0 0_0_0 0_0_0_0 0_0_0 0_0_0 0_0 0_0_0_0 0_0_0_0 0_0_0_0 0_0 0_0_0_0 0_0_0 0 0_0_0_0_0 0_0_0 0 0_0_0_0_0_0 0_0_0 0_0_0_0_0_0 0_0
68,2333802 35187 1830818 2253039 1084179 3117228,1 2 3 4 5 6,39275_5991_26384_47209_40706_22528_27521_21413_26940_16848_42507_8436_34199_18362_20995_1025_30391_41220 21413_30233_17794_23405_47547_40377_10644_6649_11005_44359_8656_12797_41220_21863_18362_39275_15392_21137_42445 39275_36418_49175_34584_18171_10644 38596_30233_29987_22035_5479_22260_7948 30233_26384_5991_27521_18362_20995_49175_41842_42507_34304_22935_23165_5652_30336_42450_7398 22260_7948_27521_42450,123_83_86_24_123_66_83_66_83_14_14_52_128_112_116_16_83_83 66_86_83_17_104_19_19_19_108_83_63_81_83_81_112_123_72_24_120 123_24_59_116_88_19 108_86_21_21_115_68_36 86_86_83_83_112_116_59_52_14_131_83_83_83_38_38_38 68_36_83_38,4_4_16_4_4_6_4_6_4_20_20_1_3_3_1_4_4_4 6_16_4_13_13_13_13_13_16_4_9_15_4_15_3_4_13_4_16 4_4_15_1_13_13 16_16_16_16_7_10_16 16_16_4_4_3_1_15_1_20_9_4_4_4_1_1_1 10_16_4_1,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0
69,2576966 2624115 539112 2023333 2550244,1 2 3 4 5,30219_41618_1377_19677_27939_47209_44625_34622_17713_47867_27829_24139_18828_22559_35469 30219_1377_19677_18828_35782 35223_28058_39055_41618_47867_22559_19677_18828_35782 33025_4781_45364_7628_18242_13984_38920_41618_47867_1377_19677_18828 11945_26209_38920_28058_5876_260_41618_22559_18828,120_79_120_91_120_24_71_8_37_107_4_48_94_38_38 120_120_91_94_31 108_112_67_79_107_38_91_94_31 131_91_42_83_81_16_22_79_107_120_91_94 52_24_22_112_24_24_79_38_94,16_1_16_16_16_4_16_3_1_19_9_14_7_1_1 16_16_16_7_7 16_3_20_1_19_1_16_7_7 9_16_1_4_15_4_11_1_19_16_16_7 1_4_11_3_4_4_1_1_7,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0
70,2260493 2708482 3087916 3080922 737301 939800 2509231 2373040 2950172 2848644 450929 2446697 29902,1 2 3 4 5 6 7 8 9 10 11 12 13,1743_10673_34703_1006 23026_49363_1006_21799_9605_24852 24852_49363_10673_6851_33913_14104_43961_31725_33129_28427_22764_25839_34221_30391_7285_16953_4713 24852_43961_33129_4713_1006_46842_37520_6851_30391_28427_34703_7295_14104_44234_44391_8506_23594_45840 16020_36086_13802_43692_30960_2314_15664_25283_28427_21432 31060_14408_25839_37520_34287_14882_44277_43687 24852_16920_2707_44277_12986_21799_22989_38888_42736 24852_45840_5732 2314_30960_34449 24852_45840_19151_16044 24852_16920_44919_16020_9199_26172_4210_36810_42736_46453_48171_43352_9076_16797_36086 45840_16044 48787_1104_49683_35108_21376,41_93_52_108 36_38_108_106_121_24 24_38_93_78_69_26_123_99_67_84_69_121_94_83_128_88_35 24_123_67_35_108_93_41_78_83_84_52_48_26_72_129_30_51_98 105_108_36_21_106_108_81_131_84_21 111_92_121_41_114_84_35_130 24_112_74_35_121_106_106_69_36 24_98_51 108_106_81 24_98_105_31 24_112_120_105_107_108_84_130_36_17_129_32_116_24_108 98_31 6_120_83_36_107,8_3_1_16 16_1_16_12_14_4 4_1_3_19_15_7_4_15_20_16_15_14_7_4_3_13_12 4_4_20_12_16_3_8_19_4_16_1_14_7_13_1_6_13_7 13_16_16_16_12_16_15_9_16_16 17_18_14_8_17_16_12_14 4_3_17_12_14_12_12_15_16 4_7_13 16_12_15 4_7_13_7 4_3_16_13_19_16_16_14_16_13_1_4_1_4_16 7_7 2_16_4_16_19,0_0_0_0 0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0 0_0_0 0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0 0_0_0_0_0
71,364423 1962560 1841185 3112384 2012622 434668 2861050 2606009 920597 21889 1382694 1964503 2538672 1437649 2600443 322607 461359 2389339 1072501 703584 2075249 3065988 1551092,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23,48857_117_18531_5785_9598_30967_33055_33290_19730_33754_29662_23165_22849_48745_42356_22124_22025_32537_48953_17200_41408_13519_18113_26324 48857_5785_30967_9598_18531_117_17200_22124_33754_33055_45_28720_19156_42075_23216_35108_41408_22025_13176_46413_17461_25647_6336 41658_26324_25705_16182_5785_18531_35108_2078_38508 48857_18531_117_17200_42356_22124_19156_33754_19938_41757_28278_31194_9076_48953_13780_6336_47209_45002_40706_22849_48364_24964_3376_35108_41319_47861_19154_45368_41408_5876_20034 48857_5785_117_9598_30967_41408_42356_17200_35108_22025_45_48953_41757_15085_41319_19730_9385_2825_27243_6788_47209 48857_5785_117_30967_18531_17200_42356_35108_22025_45_48953_41757_41319_48745_28720_19730_2825_13519_18113_25647_47861_26940_9839_42244_15011_40519 48857_117_42356_17200_41408_48953_19730_18113_22849_25647_6336_45002_9848_43475 48857_117_5785_42356_41757_19730_45_41319_47861_6788_9385_15085_44643 48857_117_30967_18531_19730_45_48953_22025_35108_22849_33754_45007_48745_43768_48364_32347_33825_39275_9839_47209_18740_24964_41169 48857_117_48953_5785_35108_18531_33754_48745_45007_33825_27243_32537_33290_37973_9839_42244_23216_19019_24221_43768_30442 41757_26602_20619_32537_13176 117_5785_18531_48953_45007_24221_35108_33754_19730_30967_42356_6336_9385_6788_48857_22849_27104 47209_33825_32537_117_48953_33754_6336_6788_48857 25705_17200_41757_35108_33754_42356_48857_22849 48364_32347_24964_42244_23216_117_6788_27104_48857 38689_43768_45007_22849_117_9598_48857_47209_48364_30967_7911_13176_37646 48857_38689_18531_35108_33754_9385_6788_32537_42356_26324_45007_27104_24263_42686_24471_43192_29311 48857_117_38689_33754_30967_27104_22849_32537_48364_17200_37646_32347_24964_19730_25705_46584_24263_27243_29311_26602_20619_45007 117_38689_45007_27104_32537_35108_19730_42356_25705_37646_46584_48364_9385_6788_13176_26324_24964_24263_6336_33825_21555_30442_27243_33290_29662_3376_21681 48857_38689_117_33754_45007_37646_19730_25705_46584_32537_13176_22849_35108_18531_30442_6788_17200_26602_41757_32347_24263_23216_29311_24471_42075_14874 117_38689_48857_35108_32537_45007_19730_46584_25705_6788_18531_30442_22849_27104_32347_26324_42356_17200_24263_9385_23216_9598_21555_27243_33290_42075_41169_41319_31717_45368 117_35108_20309_48857_38689_19730_25705_38739_42356_27104_6788_26324_30442_9385_9598_24263_23216_21555_26602_45368_42244_22849_41408_29662_33529_9020 117_38689_25705_9385_22849_9598_45007_48364_42356_32347_18531_21555_33529_14874_12456_42075_47209_29662_40706_43864_7128_25890_48857,93_2_53_84_99_121_24_74_21_120_83_83_123_83_88_120_120_16_123_88_21_78_78_122 93_84_121_99_53_2_88_120_120_24_83_63_120_114_21_36_21_120_24_75_35_83_112 43_122_83_123_84_53_36_36_107 93_53_2_88_88_120_120_120_131_35_131_131_116_123_16_112_24_19_123_123_83_83_81_36_37_37_37_37_21_24_16 93_84_2_99_121_21_88_88_36_120_83_123_35_41_37_21_61_67_17_17_24 93_84_2_121_53_88_88_36_120_83_123_35_37_83_63_21_67_78_78_83_37_83_83_120_107_63 93_2_88_88_21_123_21_78_123_83_112_19_72_119 93_2_84_88_35_21_83_37_37_17_61_41_85 93_2_121_53_21_83_123_120_36_123_120_83_83_83_83_36_88_123_83_24_72_83_81 93_2_123_84_36_53_120_83_83_88_17_16_74_88_83_120_21_96_24_83_120 35_61_61_16_24 2_84_53_123_83_24_36_120_21_121_88_112_61_17_93_123_83 24_88_16_2_123_120_112_17_93 83_88_35_36_120_88_93_123 83_36_83_120_21_2_17_83_93 84_83_83_123_2_99_93_24_83_121_121_24_24 93_84_53_36_120_61_17_16_88_122_83_83_131_59_17_45_63 93_2_84_120_121_83_123_16_83_88_24_36_83_21_83_120_131_17_63_61_61_83 2_84_83_83_16_36_21_88_83_24_120_83_61_17_24_122_83_131_112_88_63_120_17_74_83_81_72 93_84_2_120_83_24_21_83_120_16_24_123_36_53_120_17_88_61_35_36_131_21_63_17_114_86 2_84_93_36_16_83_21_120_83_17_53_120_123_83_36_122_88_88_131_61_21_99_63_17_74_114_81_37_16_37 2_36_93_93_84_21_83_83_88_83_17_122_120_61_99_131_21_63_61_37_120_123_21_83_106_35 2_84_83_61_123_99_83_83_88_36_53_63_106_86_106_114_24_83_123_2_2_49_93,3_16_16_16_15_14_4_17_16_16_4_4_4_4_13_16_16_4_4_13_16_19_19_12 3_16_14_15_16_16_13_16_16_4_4_9_16_17_16_16_16_16_4_17_12_4_3 3_12_4_4_16_16_16_16_19 3_16_16_13_13_16_16_16_9_12_9_9_1_4_4_3_4_13_4_4_4_4_15_16_1_1_1_1_16_4_4 3_16_16_15_14_16_13_13_16_16_4_4_12_8_1_16_19_20_13_13_4 3_16_16_14_16_13_13_16_16_4_4_12_1_4_9_16_20_19_19_4_1_4_4_16_19_9 3_16_13_13_16_4_16_19_4_4_3_13_13_1 3_16_16_13_12_16_4_1_1_13_19_8_17 3_16_14_16_16_4_4_16_16_4_16_4_4_4_4_16_13_4_4_4_13_4_15 3_16_4_16_16_16_16_4_4_13_13_4_17_13_4_16_16_20_4_4_16 12_19_19_4_4 16_16_16_4_4_4_16_16_16_14_13_3_19_13_3_4_4 4_13_4_16_4_16_3_13_3 4_13_12_16_16_13_3_4 4_16_4_16_16_16_13_4_3 16_4_4_4_16_15_3_4_4_14_14_4_4 3_16_16_16_16_19_13_4_13_12_4_4_9_15_13_19_9 3_16_16_16_14_4_4_4_4_13_4_16_4_16_4_16_9_13_9_19_19_4 16_16_4_4_4_16_16_13_4_4_16_4_19_13_4_12_4_9_3_13_9_16_13_17_4_15_13 3_16_16_16_4_4_16_4_16_4_4_4_16_16_16_13_13_19_12_16_9_16_9_13_17_16 16_16_3_16_4_4_16_16_4_13_16_16_4_4_16_12_13_13_9_19_16_15_9_13_17_17_15_1_4_1 16_16_3_3_16_16_4_4_13_4_13_12_16_19_15_9_16_9_19_1_16_4_16_4_12_12 16_16_4_19_4_15_4_4_13_16_16_9_12_16_12_17_4_4_4_16_16_12_3,0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
72,2451656 1070540 2661469 389760 2186390 2050302 2844729 1567570 2820122 1016285 797450 2520276,1 2 3 4 5 6 7 8 9 10 11 12,38689_32553_46906_27992_26369_24964 38689_32553 38689_32553_18288 38689_32553_18288_45392 38689_32553_18288_46906_8424 38689_32553_46906_8424_27992_26369_31506 38689_32553_46906 24964_38689_32553 38689_32553 38689_32553 38689_32553_11116 38689_32553_11116_12016_25890_33080_42736,84_98_24_54_83_83 84_98 84_98_107 84_98_107_54 84_98_107_24_83 84_98_24_83_54_83_19 84_98_24 83_84_98 84_98 84_98 84_98_105 84_98_105_121_49_100_36,16_7_4_17_4_4 16_7 16_7_19 16_7_19_17 16_7_19_4_4 16_7_4_4_17_4_13 16_7_4 4_16_7 16_7 16_7 16_7_13 16_7_13_14_12_21_16,0_0_0_0_0_0 0_0 0_0_0 0_0_0_0 0_0_0_0_0 0_0_0_0_0_0_0 0_0_0 0_0_0 0_0 0_0 0_0_0 0_0_0_0_0_0_0
73,2286453 1463865 2483845 408636 1908303 917141 2499247,1 2 3 4 5 6 7,21497_13935_19660_8264 20600_24852_44661_45767 24852_21497_19660_37549_34358 24852_19019_23236_21137 24852_21497_44661_40396 24852 8193_36736,112_84_115_98 23_24_83_92 24_112_115_105_83 24_96_116_24 24_112_83_67 24 83_104,3_16_7_7 19_4_4_18 4_3_7_13_4 4_20_1_4 4_3_4_20 4 4_13,0_0_0_0 0_0_0_0 0_0_0_0_0 0_0_0_0 0_0_0_0 0 0_0
74,643818 360105 1154777 1386615 3391303,1 2 3 4 5,24964_5876_11072_33055_7969_14704 5334_30552_44096_31040_22343_18471_3172_28468_42768_18567_32857_41437_38758_6341 33055_39928_25659_41220 34320_8230_22935_6860_6873_17400_33043 8230_37646_6740_25659_43858_32624_3464_11072_20549_3469_27156_16145_42768_39238_37071_22935_44303,83_24_66_24_24_24 75_17_120_107_20_29_42_14_59_69_69_69_4_86 24_24_91_83 24_54_83_89_83_83_105 54_24_24_91_91_83_83_66_131_59_59_59_59_94_94_83_17,4_4_6_4_4_4 17_13_16_19_11_13_1_20_15_15_15_15_9_16 4_4_16_4 4_17_4_13_4_4_13 17_4_4_16_16_4_4_6_9_15_15_15_15_7_7_4_13,0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0 0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0
75,1519861 2071859 2773128 1604099 2003456 207152 2123286 690372 64791 1047678 44604 20042 1354911 2391532 2641583 2322830 122274 2433377 1972009 1338309 3192011 1578024 1657089,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23,29071_45_22451_21903_21616_26369_2581_39663_79_21267_37053_39160_21567 45_22451_29071_21616_26369_21567_12872_79_29418_13958_47866_44389 21903_24964_29071_8136_605_44389_21567_4562_9839 21903_39663_10644_24043_35725_9839_21567_6020_29071_44389_19057 21903_29071_4562_19057_29418_38656_38650_10060_730_24838_40448_17735_48357_24964_38400_28058 21903_19057_38656_24838_9839_48364_24964_4562_27105_44389_29071 21903_4562_22451_38650_9839_16249_14678_45364_40709_30982 44389_19057_13979_38656_25931_22451_27105_12872_39663_28849_40198 28204_21567_4562_47626_13176_21903_43713_24964_48364_40709_12036_37053_39160_29418_47042_28058_9839 19057_35503_25005_16759_4562_40448_31355_27104_13212 39663_38400_13176_25005_16759_27105_15287_40706_45200_29071_28058 13176_4562_12872_38400_24964_44683_28058_43295_26721_44837_25931 13176_4562_5876_25931_48364_24964_12036_16759_23622_28058_21267_28849_22451_31355 13176_21903_4562_39663_29418_28849_5024_44837_22451_27105_12872_24079_38400_25005_16759_40709 13176_4562_27105_22451_6615_37053_18441_2014_38400_28849_21267_36275_23622 40448_13176_4562_21903_28058_24964_48364_26369_44683_27104_10644 4562_13176_28058_27105_48364_12872_26369_21267_21903_28309_29071_22451_5322 24964_4562_21903_26369_28058_21267_12872_28849_5024_25005_39663_40709_38751_5322_16759_44683_37053_10060_14678_30489_5825_22451_28309_29071_39812_31355 22451_21267_48364_27105_12872_27104_10060_21567_29487_13852_33294_36275_2581_30489_29071_21903_24964_11520 4562_22451_13176_12872_27105_44683_27104_29418_39663_42028_21903_21267_42479_9058_12057_47042_28058 4562_47626_11520_27105_22451_34969_30982_21567_28849_5024_4274_18441_10060_10863 24964_21267_29418_19303_48364_22451_27105_23622_45_4274_44683_12872_21903_30489_48848_7021 29071_21267_21903_45_26369_42028_79_8424_26882_4274_36275_260,79_83_129_123_123_83_74_25_95_112_72_120_48 83_129_79_123_83_48_131_95_20_131_107_58 123_83_79_114_75_58_48_83_83 123_25_19_104_104_83_48_104_79_58_24 123_79_83_24_20_3_63_72_22_91_29_5_63_83_83_112 123_24_3_91_83_83_83_83_131_58_79 123_83_129_63_83_83_116_42_107_67 58_24_80_3_123_129_131_131_25_59_120 24_48_83_24_24_123_88_83_83_107_131_72_120_20_83_112_83 24_91_63_83_83_29_21_83_104 25_83_24_63_83_131_21_123_83_79_112 24_83_131_83_83_83_112_91_22_21_123 24_83_24_123_83_83_131_83_83_112_112_59_129_21 24_123_83_25_20_59_59_21_129_131_131_9_83_63_83_107 24_83_131_129_21_72_72_120_83_59_112_22_83 29_24_83_123_112_83_83_83_83_83_19 83_24_112_131_83_131_83_112_123_79_79_129_3 83_83_123_83_112_112_131_59_59_63_25_107_100_3_83_83_72_72_116_67_83_129_79_79_16_21 129_112_83_131_131_83_72_48_83_83_128_22_74_67_79_123_83_86 83_129_24_131_131_83_83_20_25_38_123_112_84_128_9_83_112 83_24_86_131_129_83_67_48_59_59_21_72_72_41 83_112_20_80_83_129_131_83_83_21_83_131_123_67_81_81 79_112_123_83_83_38_95_83_83_21_22_24,1_4_1_4_4_4_17_11_15_3_13_16_14 4_1_1_4_4_14_9_15_11_9_19_1 4_4_1_17_17_1_14_4_4 4_11_13_13_13_4_14_13_1_1_4 4_1_4_4_11_19_9_13_11_16_13_13_9_4_4_3 4_4_19_16_4_4_4_4_9_1_1 4_4_1_9_4_4_1_1_19_20 1_4_11_19_4_1_9_9_11_15_16 4_14_4_4_4_4_13_4_4_19_9_13_16_11_4_3_4 4_16_9_4_4_13_16_4_13 11_4_4_9_4_9_16_4_4_1_3 4_4_9_4_4_4_3_16_11_16_4 4_4_4_4_4_4_9_4_4_3_3_15_1_16 4_4_4_11_11_15_15_16_1_9_9_9_4_9_4_19 4_4_9_1_16_13_13_16_4_15_3_11_4 13_4_4_4_3_4_4_4_4_4_13 4_4_3_9_4_9_4_3_4_1_1_1_19 4_4_4_4_3_3_9_15_15_9_11_19_21_19_4_4_13_13_1_20_4_1_1_1_4_16 1_3_4_9_9_4_13_14_4_4_3_11_17_20_1_4_4_16 4_1_4_9_9_4_4_11_11_1_4_3_16_3_9_4_3 4_4_16_9_1_4_20_14_15_15_16_13_13_8 4_3_11_11_4_1_9_4_4_16_4_9_4_20_15_15 1_3_4_4_4_1_15_4_4_16_11_4,0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0 0_0_0_0_0_0_0_0_0_0_0_0
